accession	in approved list	organism	life stage	age	assay	tissue/cell line	target	status	description	fileFormat	fileSize	URL	md5sum	assembly	lab	date created	biologicalReplicate	technicalReplicate	run type	read length	control details(@Accession;URL;md5Sum)	friendly name
ENCSR264TXI	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	H3K4me2	released	H3K4me2 ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1370336438	https://www.encodedcc.org/files/ENCFF002AKO/@@download/ENCFF002AKO.fastq.gz	783af36a6c174a04a6b7b9ace364b4e0	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APQ/@@download/ENCFF002APQ.fastq.gz;bacf79c8ac126faf859637b330dbc45d@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APT/@@download/ENCFF002APT.fastq.gz;6af38d1747c0679895f64296bef88237	ENCSR264TXI_mm_embryonic_14.5day_forebrain_ChIP-seq_H3K4me2_1_1
ENCSR264TXI	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	H3K4me2	released	H3K4me2 ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1341593152	https://www.encodedcc.org/files/ENCFF002AKP/@@download/ENCFF002AKP.fastq.gz	03e30a7923987ecabd631e488f99269b	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APQ/@@download/ENCFF002APQ.fastq.gz;bacf79c8ac126faf859637b330dbc45d@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APT/@@download/ENCFF002APT.fastq.gz;6af38d1747c0679895f64296bef88237	ENCSR264TXI_mm_embryonic_14.5day_forebrain_ChIP-seq_H3K4me2_2_1
ENCSR972WEN	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1339009720	https://www.encodedcc.org/files/ENCFF002AIX/@@download/ENCFF002AIX.fastq.gz	2a523eeb0bbe08877b4b0b103870e4ca	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APR/@@download/ENCFF002APR.fastq.gz;a06fbd71a0ab962d2e62ba4c4c44bdea@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APS/@@download/ENCFF002APS.fastq.gz;8414794f8d274b6deba7d4b2cbb70c5f	ENCSR972WEN_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_H3K4me1_1_1
ENCSR972WEN	NA	mm	embryonic	14.5day	ChIP-seq	embryonic facial prominence	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse embryonic facial prominence	fastq	1447836440	https://www.encodedcc.org/files/ENCFF002AIZ/@@download/ENCFF002AIZ.fastq.gz	c4adf08d919b65dd4289d8b89cba6f5f	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APR/@@download/ENCFF002APR.fastq.gz;a06fbd71a0ab962d2e62ba4c4c44bdea@ENCSR329ZEN;https://www.encodedcc.org/files/ENCFF002APS/@@download/ENCFF002APS.fastq.gz;8414794f8d274b6deba7d4b2cbb70c5f	ENCSR972WEN_mm_embryonic_14.5day_embryonic facial prominence_ChIP-seq_H3K4me1_2_1
ENCSR977DCO	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1136983388	https://www.encodedcc.org/files/ENCFF002BGO/@@download/ENCFF002BGO.fastq.gz	058816ebcb32100a56715425516b273c	NA	bing-ren	2014-04-29	2	1	Single-ended	36nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR977DCO_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K4me1_2_1
ENCSR977DCO	NA	mm	embryonic	14.5day	ChIP-seq	neural tube	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse neural tube	fastq	1173729951	https://www.encodedcc.org/files/ENCFF002BGV/@@download/ENCFF002BGV.fastq.gz	c7a93d433cbb6c39a7ebe47b73fbde1c	NA	bing-ren	2014-04-29	1	1	Single-ended	36nt	@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQL/@@download/ENCFF002AQL.fastq.gz;5127fb68983b5a67daab0e6eb0da371a@ENCSR254WNU;https://www.encodedcc.org/files/ENCFF002AQO/@@download/ENCFF002AQO.fastq.gz;3da7df56b202a2c4d4584e8db00ffafd	ENCSR977DCO_mm_embryonic_14.5day_neural tube_ChIP-seq_H3K4me1_1_1
ENCSR234ISO	NA	mm	embryonic	14.5day	ChIP-seq	liver	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse liver	fastq	1869924519	https://www.encodedcc.org/files/ENCFF002AJU/@@download/ENCFF002AJU.fastq.gz	dbe9a637a1266d407bab1c34b76b274a	NA	bing-ren	2014-03-15	1	1	Single-ended	50nt	@ENCSR742WLX;https://www.encodedcc.org/files/ENCFF002AQD/@@download/ENCFF002AQD.fastq.gz;2107d2861d428090b012bd5f97140914@ENCSR742WLX;https://www.encodedcc.org/files/ENCFF002AQH/@@download/ENCFF002AQH.fastq.gz;c518eaf4b07a8b075a8a2ddc6859adeb	ENCSR234ISO_mm_embryonic_14.5day_liver_ChIP-seq_H3K4me1_1_1
ENCSR234ISO	NA	mm	embryonic	14.5day	ChIP-seq	liver	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse liver	fastq	2213245016	https://www.encodedcc.org/files/ENCFF002AJW/@@download/ENCFF002AJW.fastq.gz	b67e9618bca4ce00ab251bfa4ac16533	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR742WLX;https://www.encodedcc.org/files/ENCFF002AQD/@@download/ENCFF002AQD.fastq.gz;2107d2861d428090b012bd5f97140914@ENCSR742WLX;https://www.encodedcc.org/files/ENCFF002AQH/@@download/ENCFF002AQH.fastq.gz;c518eaf4b07a8b075a8a2ddc6859adeb	ENCSR234ISO_mm_embryonic_14.5day_liver_ChIP-seq_H3K4me1_2_1
ENCSR529ERN	NA	mm	embryonic	14.5day	ChIP-seq	limb	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse limb	fastq	1337138881	https://www.encodedcc.org/files/ENCFF002AJP/@@download/ENCFF002AJP.fastq.gz	57c7a17656f7eeab0d81277accc257d5	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR232EOO;https://www.encodedcc.org/files/ENCFF002AQF/@@download/ENCFF002AQF.fastq.gz;30203212145a116ba1f74fbc086c59eb@ENCSR232EOO;https://www.encodedcc.org/files/ENCFF002AQG/@@download/ENCFF002AQG.fastq.gz;85a575be005fa6ae89c626c5967b347f	ENCSR529ERN_mm_embryonic_14.5day_limb_ChIP-seq_H3K4me1_2_1
ENCSR529ERN	NA	mm	embryonic	14.5day	ChIP-seq	limb	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse limb	fastq	1598792729	https://www.encodedcc.org/files/ENCFF002AJR/@@download/ENCFF002AJR.fastq.gz	50b4ab22a3e0b491c2105b96aee87734	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR232EOO;https://www.encodedcc.org/files/ENCFF002AQF/@@download/ENCFF002AQF.fastq.gz;30203212145a116ba1f74fbc086c59eb@ENCSR232EOO;https://www.encodedcc.org/files/ENCFF002AQG/@@download/ENCFF002AQG.fastq.gz;85a575be005fa6ae89c626c5967b347f	ENCSR529ERN_mm_embryonic_14.5day_limb_ChIP-seq_H3K4me1_1_1
ENCSR080GQM	NA	mm	embryonic	14.5day	ChIP-seq	heart	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse heart	fastq	681723553	https://www.encodedcc.org/files/ENCFF002AJD/@@download/ENCFF002AJD.fastq.gz	5009b12e7940502757eaea7d685c3739	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR840PFW;https://www.encodedcc.org/files/ENCFF002APU/@@download/ENCFF002APU.fastq.gz;7c274db11b78ebcbb183f3e19220a919@ENCSR840PFW;https://www.encodedcc.org/files/ENCFF002APV/@@download/ENCFF002APV.fastq.gz;c7de1f119f2ab28003a4fc23e851f077	ENCSR080GQM_mm_embryonic_14.5day_heart_ChIP-seq_H3K4me1_1_1
ENCSR080GQM	NA	mm	embryonic	14.5day	ChIP-seq	heart	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse heart	fastq	858369366	https://www.encodedcc.org/files/ENCFF002AJF/@@download/ENCFF002AJF.fastq.gz	8eeb93d78c833270e00397156eb696f7	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR840PFW;https://www.encodedcc.org/files/ENCFF002APU/@@download/ENCFF002APU.fastq.gz;7c274db11b78ebcbb183f3e19220a919@ENCSR840PFW;https://www.encodedcc.org/files/ENCFF002APV/@@download/ENCFF002APV.fastq.gz;c7de1f119f2ab28003a4fc23e851f077	ENCSR080GQM_mm_embryonic_14.5day_heart_ChIP-seq_H3K4me1_2_1
ENCSR417TXZ	NA	mm	embryonic	14.5day	ChIP-seq	hindbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse hindbrain	fastq	843355800	https://www.encodedcc.org/files/ENCFF002AJG/@@download/ENCFF002AJG.fastq.gz	f51a6203e0ae0d2c90f4c4d1a0bc5a94	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR896PWV;https://www.encodedcc.org/files/ENCFF002APW/@@download/ENCFF002APW.fastq.gz;02d8a70f08ebd574b1ded8350b253fcf@ENCSR896PWV;https://www.encodedcc.org/files/ENCFF002APZ/@@download/ENCFF002APZ.fastq.gz;3fa3a3aa893eb8131804ab7208e1c4f5	ENCSR417TXZ_mm_embryonic_14.5day_hindbrain_ChIP-seq_H3K4me1_1_1
ENCSR417TXZ	NA	mm	embryonic	14.5day	ChIP-seq	hindbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse hindbrain	fastq	1745609272	https://www.encodedcc.org/files/ENCFF002AJL/@@download/ENCFF002AJL.fastq.gz	db3e89db6c320c935f4a014b6b360eec	NA	bing-ren	2014-03-15	2	1	Single-ended	50nt	@ENCSR896PWV;https://www.encodedcc.org/files/ENCFF002APW/@@download/ENCFF002APW.fastq.gz;02d8a70f08ebd574b1ded8350b253fcf@ENCSR896PWV;https://www.encodedcc.org/files/ENCFF002APZ/@@download/ENCFF002APZ.fastq.gz;3fa3a3aa893eb8131804ab7208e1c4f5	ENCSR417TXZ_mm_embryonic_14.5day_hindbrain_ChIP-seq_H3K4me1_2_1
ENCSR037HLB	NA	mm	embryonic	14.5day	ChIP-seq	midbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse midbrain	fastq	1149863065	https://www.encodedcc.org/files/ENCFF002AJO/@@download/ENCFF002AJO.fastq.gz	8797a25731aaf94c6f02d6cff6877007	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR413VHH;https://www.encodedcc.org/files/ENCFF002AQK/@@download/ENCFF002AQK.fastq.gz;6ef21b17b4b8c0cfb528700069390e5a@ENCSR413VHH;https://www.encodedcc.org/files/ENCFF002AQM/@@download/ENCFF002AQM.fastq.gz;335a964fb269a2b3471deb69966cada1	ENCSR037HLB_mm_embryonic_14.5day_midbrain_ChIP-seq_H3K4me1_2_1
ENCSR037HLB	NA	mm	embryonic	14.5day	ChIP-seq	midbrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse midbrain	fastq	1423358018	https://www.encodedcc.org/files/ENCFF002AJQ/@@download/ENCFF002AJQ.fastq.gz	29962cb008cbafca489511083b5eabf8	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR413VHH;https://www.encodedcc.org/files/ENCFF002AQK/@@download/ENCFF002AQK.fastq.gz;6ef21b17b4b8c0cfb528700069390e5a@ENCSR413VHH;https://www.encodedcc.org/files/ENCFF002AQM/@@download/ENCFF002AQM.fastq.gz;335a964fb269a2b3471deb69966cada1	ENCSR037HLB_mm_embryonic_14.5day_midbrain_ChIP-seq_H3K4me1_1_1
ENCSR556ZUY	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1590553447	https://www.encodedcc.org/files/ENCFF002AJC/@@download/ENCFF002AJC.fastq.gz	ec6128f51067a31796b950136d53d93f	NA	bing-ren	2014-03-15	1	1	Single-ended	36nt	@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APQ/@@download/ENCFF002APQ.fastq.gz;bacf79c8ac126faf859637b330dbc45d@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APT/@@download/ENCFF002APT.fastq.gz;6af38d1747c0679895f64296bef88237	ENCSR556ZUY_mm_embryonic_14.5day_forebrain_ChIP-seq_H3K4me1_1_1
ENCSR556ZUY	NA	mm	embryonic	14.5day	ChIP-seq	forebrain	H3K4me1	released	H3K4me1 ChIP-seq on embryonic 14.5 day mouse forebrain	fastq	1487782741	https://www.encodedcc.org/files/ENCFF002AJE/@@download/ENCFF002AJE.fastq.gz	619dd533248a390a8ac85ccf755de14a	NA	bing-ren	2014-03-15	2	1	Single-ended	36nt	@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APQ/@@download/ENCFF002APQ.fastq.gz;bacf79c8ac126faf859637b330dbc45d@ENCSR244YQD;https://www.encodedcc.org/files/ENCFF002APT/@@download/ENCFF002APT.fastq.gz;6af38d1747c0679895f64296bef88237	ENCSR556ZUY_mm_embryonic_14.5day_forebrain_ChIP-seq_H3K4me1_2_1
ENCSR068AQC	NA	mm	embryonic	11.5day	ChIP-seq	embryonic facial prominence	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse embryonic facial prominence	fastq	603380631	https://www.encodedcc.org/files/ENCFF001ZUI/@@download/ENCFF001ZUI.fastq.gz	2c24d2e9b33a8f9a2678427bf75e4ff4	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR068AQC_mm_embryonic_11.5day_embryonic facial prominence_ChIP-seq_Control_2_1
ENCSR068AQC	NA	mm	embryonic	11.5day	ChIP-seq	embryonic facial prominence	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse embryonic facial prominence	fastq	525668292	https://www.encodedcc.org/files/ENCFF001ZUJ/@@download/ENCFF001ZUJ.fastq.gz	898027ed592b360dfc6a36e74707ced8	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR068AQC_mm_embryonic_11.5day_embryonic facial prominence_ChIP-seq_Control_1_1
ENCSR138YZB	NA	mm	embryonic	11.5day	ChIP-seq	neural tube	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse neural tube	fastq	596917202	https://www.encodedcc.org/files/ENCFF001ZUR/@@download/ENCFF001ZUR.fastq.gz	1ee4da3686be266caea2ee863bf97c27	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR138YZB_mm_embryonic_11.5day_neural tube_ChIP-seq_Control_1_1
ENCSR138YZB	NA	mm	embryonic	11.5day	ChIP-seq	neural tube	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse neural tube	fastq	759514963	https://www.encodedcc.org/files/ENCFF001ZVD/@@download/ENCFF001ZVD.fastq.gz	01449d31d98260546b1d2c956d3fee5b	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR138YZB_mm_embryonic_11.5day_neural tube_ChIP-seq_Control_2_1
ENCSR573MJR	NA	mm	embryonic	11.5day	ChIP-seq	liver	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse liver	fastq	698136194	https://www.encodedcc.org/files/ENCFF001ZUT/@@download/ENCFF001ZUT.fastq.gz	20cfb93ec5ecaaa958b9c1d5041221f5	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR573MJR_mm_embryonic_11.5day_liver_ChIP-seq_Control_1_1
ENCSR573MJR	NA	mm	embryonic	11.5day	ChIP-seq	liver	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse liver	fastq	683514841	https://www.encodedcc.org/files/ENCFF001ZUU/@@download/ENCFF001ZUU.fastq.gz	643f59605db97d367f6b211999c0aa0b	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR573MJR_mm_embryonic_11.5day_liver_ChIP-seq_Control_2_1
ENCSR949ZLW	NA	mm	embryonic	11.5day	ChIP-seq	limb	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse limb	fastq	822738783	https://www.encodedcc.org/files/ENCFF001ZUZ/@@download/ENCFF001ZUZ.fastq.gz	5f7535d095e052a6f2fda848df9607d9	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR949ZLW_mm_embryonic_11.5day_limb_ChIP-seq_Control_2_1
ENCSR949ZLW	NA	mm	embryonic	11.5day	ChIP-seq	limb	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse limb	fastq	582241592	https://www.encodedcc.org/files/ENCFF001ZVA/@@download/ENCFF001ZVA.fastq.gz	14d62956b87ce710e9e1b08730ec05a3	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR949ZLW_mm_embryonic_11.5day_limb_ChIP-seq_Control_1_1
ENCSR317ENO	NA	mm	embryonic	11.5day	ChIP-seq	heart	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse heart	fastq	615296449	https://www.encodedcc.org/files/ENCFF001ZUY/@@download/ENCFF001ZUY.fastq.gz	918c40634e884cb224880a68d8b8be3f	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR317ENO_mm_embryonic_11.5day_heart_ChIP-seq_Control_1_1
ENCSR317ENO	NA	mm	embryonic	11.5day	ChIP-seq	heart	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse heart	fastq	870226721	https://www.encodedcc.org/files/ENCFF001ZVC/@@download/ENCFF001ZVC.fastq.gz	aa364fea6a3ac2fca50f9008a1f47133	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR317ENO_mm_embryonic_11.5day_heart_ChIP-seq_Control_2_1
ENCSR563WKD	NA	mm	embryonic	11.5day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse hindbrain	fastq	615616197	https://www.encodedcc.org/files/ENCFF001ZUX/@@download/ENCFF001ZUX.fastq.gz	d18f04f0797a1c13d853bffbec34bcf0	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR563WKD_mm_embryonic_11.5day_hindbrain_ChIP-seq_Control_1_1
ENCSR563WKD	NA	mm	embryonic	11.5day	ChIP-seq	hindbrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse hindbrain	fastq	772731323	https://www.encodedcc.org/files/ENCFF001ZVB/@@download/ENCFF001ZVB.fastq.gz	6cf33fe9a19ca2b567aecbfb9944a8ad	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR563WKD_mm_embryonic_11.5day_hindbrain_ChIP-seq_Control_2_1
ENCSR081UQY	NA	mm	embryonic	11.5day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse midbrain	fastq	757284826	https://www.encodedcc.org/files/ENCFF001ZUV/@@download/ENCFF001ZUV.fastq.gz	cfa17d2d40f1bb329f4e51098052eefd	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR081UQY_mm_embryonic_11.5day_midbrain_ChIP-seq_Control_1_1
ENCSR081UQY	NA	mm	embryonic	11.5day	ChIP-seq	midbrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse midbrain	fastq	536766338	https://www.encodedcc.org/files/ENCFF001ZUW/@@download/ENCFF001ZUW.fastq.gz	3edb8444bab6101e94bb2b1dae01bec5	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR081UQY_mm_embryonic_11.5day_midbrain_ChIP-seq_Control_2_1
ENCSR024JAN	NA	mm	embryonic	11.5day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse forebrain	fastq	493604507	https://www.encodedcc.org/files/ENCFF001ZUM/@@download/ENCFF001ZUM.fastq.gz	73d3d4ad0432d951a910cda3afdec7f2	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	NA	ENCSR024JAN_mm_embryonic_11.5day_forebrain_ChIP-seq_Control_1_1
ENCSR024JAN	NA	mm	embryonic	11.5day	ChIP-seq	forebrain	Control	released	Input control ChIP-seq on embryonic 11.5 day mouse forebrain	fastq	754337289	https://www.encodedcc.org/files/ENCFF001ZUS/@@download/ENCFF001ZUS.fastq.gz	3c3f26197d45de02cc02b9b7a69f531f	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	NA	ENCSR024JAN_mm_embryonic_11.5day_forebrain_ChIP-seq_Control_2_1
ENCSR701GKO	NA	mm	embryonic	11.5day	ChIP-seq	embryonic facial prominence	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse embryonic facial prominence	fastq	1147313867	https://www.encodedcc.org/files/ENCFF001ZTJ/@@download/ENCFF001ZTJ.fastq.gz	c2cd09d126df362c3fd7424a1cc07d22	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	@ENCSR068AQC;https://www.encodedcc.org/files/ENCFF001ZUI/@@download/ENCFF001ZUI.fastq.gz;2c24d2e9b33a8f9a2678427bf75e4ff4@ENCSR068AQC;https://www.encodedcc.org/files/ENCFF001ZUJ/@@download/ENCFF001ZUJ.fastq.gz;898027ed592b360dfc6a36e74707ced8	ENCSR701GKO_mm_embryonic_11.5day_embryonic facial prominence_ChIP-seq_H3K27me3_2_1
ENCSR701GKO	NA	mm	embryonic	11.5day	ChIP-seq	embryonic facial prominence	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse embryonic facial prominence	fastq	988776880	https://www.encodedcc.org/files/ENCFF001ZTK/@@download/ENCFF001ZTK.fastq.gz	506a0868ebaaa9a66b6679eaaa34a2b3	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	@ENCSR068AQC;https://www.encodedcc.org/files/ENCFF001ZUI/@@download/ENCFF001ZUI.fastq.gz;2c24d2e9b33a8f9a2678427bf75e4ff4@ENCSR068AQC;https://www.encodedcc.org/files/ENCFF001ZUJ/@@download/ENCFF001ZUJ.fastq.gz;898027ed592b360dfc6a36e74707ced8	ENCSR701GKO_mm_embryonic_11.5day_embryonic facial prominence_ChIP-seq_H3K27me3_1_1
ENCSR240OUM	NA	mm	embryonic	11.5day	ChIP-seq	neural tube	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse neural tube	fastq	1069889106	https://www.encodedcc.org/files/ENCFF001ZTV/@@download/ENCFF001ZTV.fastq.gz	ccce1d611dd69808059721dd91857666	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	@ENCSR138YZB;https://www.encodedcc.org/files/ENCFF001ZUR/@@download/ENCFF001ZUR.fastq.gz;1ee4da3686be266caea2ee863bf97c27@ENCSR138YZB;https://www.encodedcc.org/files/ENCFF001ZVD/@@download/ENCFF001ZVD.fastq.gz;01449d31d98260546b1d2c956d3fee5b	ENCSR240OUM_mm_embryonic_11.5day_neural tube_ChIP-seq_H3K27me3_2_1
ENCSR240OUM	NA	mm	embryonic	11.5day	ChIP-seq	neural tube	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse neural tube	fastq	1166090405	https://www.encodedcc.org/files/ENCFF001ZUA/@@download/ENCFF001ZUA.fastq.gz	4355305ca2ec52013ffb5784ba63324a	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	@ENCSR138YZB;https://www.encodedcc.org/files/ENCFF001ZUR/@@download/ENCFF001ZUR.fastq.gz;1ee4da3686be266caea2ee863bf97c27@ENCSR138YZB;https://www.encodedcc.org/files/ENCFF001ZVD/@@download/ENCFF001ZVD.fastq.gz;01449d31d98260546b1d2c956d3fee5b	ENCSR240OUM_mm_embryonic_11.5day_neural tube_ChIP-seq_H3K27me3_1_1
ENCSR244KCW	NA	mm	embryonic	11.5day	ChIP-seq	liver	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse liver	fastq	1180263061	https://www.encodedcc.org/files/ENCFF001ZTS/@@download/ENCFF001ZTS.fastq.gz	de89ca3dd545769ba021ccac64da4644	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	@ENCSR573MJR;https://www.encodedcc.org/files/ENCFF001ZUT/@@download/ENCFF001ZUT.fastq.gz;20cfb93ec5ecaaa958b9c1d5041221f5@ENCSR573MJR;https://www.encodedcc.org/files/ENCFF001ZUU/@@download/ENCFF001ZUU.fastq.gz;643f59605db97d367f6b211999c0aa0b	ENCSR244KCW_mm_embryonic_11.5day_liver_ChIP-seq_H3K27me3_1_1
ENCSR244KCW	NA	mm	embryonic	11.5day	ChIP-seq	liver	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse liver	fastq	1109709482	https://www.encodedcc.org/files/ENCFF001ZUB/@@download/ENCFF001ZUB.fastq.gz	729160ed5d8bbb47230b39888374cca2	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	@ENCSR573MJR;https://www.encodedcc.org/files/ENCFF001ZUT/@@download/ENCFF001ZUT.fastq.gz;20cfb93ec5ecaaa958b9c1d5041221f5@ENCSR573MJR;https://www.encodedcc.org/files/ENCFF001ZUU/@@download/ENCFF001ZUU.fastq.gz;643f59605db97d367f6b211999c0aa0b	ENCSR244KCW_mm_embryonic_11.5day_liver_ChIP-seq_H3K27me3_2_1
ENCSR085EYQ	NA	mm	embryonic	11.5day	ChIP-seq	limb	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse limb	fastq	1025438938	https://www.encodedcc.org/files/ENCFF001ZTO/@@download/ENCFF001ZTO.fastq.gz	e9856d3a95304bd5af6a14829555a8dd	NA	bing-ren	2014-02-25	1	1	Single-ended	36nt	@ENCSR949ZLW;https://www.encodedcc.org/files/ENCFF001ZUZ/@@download/ENCFF001ZUZ.fastq.gz;5f7535d095e052a6f2fda848df9607d9@ENCSR949ZLW;https://www.encodedcc.org/files/ENCFF001ZVA/@@download/ENCFF001ZVA.fastq.gz;14d62956b87ce710e9e1b08730ec05a3	ENCSR085EYQ_mm_embryonic_11.5day_limb_ChIP-seq_H3K27me3_1_1
ENCSR085EYQ	NA	mm	embryonic	11.5day	ChIP-seq	limb	H3K27me3	released	H3K27me3 ChIP-seq on embryonic 11.5 day mouse limb	fastq	1083744691	https://www.encodedcc.org/files/ENCFF001ZTP/@@download/ENCFF001ZTP.fastq.gz	e61e1c12961b11f8f9845f7abac53ebd	NA	bing-ren	2014-02-25	2	1	Single-ended	36nt	@ENCSR949ZLW;https://www.encodedcc.org/files/ENCFF001ZUZ/@@download/ENCFF001ZUZ.fastq.gz;5f7535d095e052a6f2fda848df9607d9@ENCSR949ZLW;https://www.encodedcc.org/files/ENCFF001ZVA/@@download/ENCFF001ZVA.fastq.gz;14d62956b87ce710e9e1b08730ec05a3	ENCSR085EYQ_mm_embryonic_11.5day_limb_ChIP-seq_H3K27me3_2_1
